,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,length_in_minutes,time_signature
0,0.38,0.73,A,-10.13,minor,0.04,0.76,0.86,0.14,0.9,118.41,audio_features,7A80n2HvAs1rZNNs64NN8F,2.96,4/4
1,0.78,0.66,A,-7.77,major,0.05,0.43,0.0,0.09,0.97,123.09,audio_features,5z8DiKSG4EwxmO6gUi12rZ,2.67,4/4
2,0.43,0.3,B,-9.72,minor,0.04,0.57,0.0,0.13,0.52,116.44,audio_features,7hkyFS309jQBrwrbxGsJuH,3.5,4/4
3,0.43,0.3,B,-9.72,minor,0.04,0.57,0.0,0.13,0.52,116.44,audio_features,7hkyFS309jQBrwrbxGsJuH,3.5,4/4
4,0.56,0.29,D#/Eb,-8.52,minor,0.05,0.88,0.0,0.12,0.11,140.94,audio_features,54a3QojIm00P4MXL02BZvC,1.89,3/4
5,0.61,0.28,A,-12.05,major,0.12,0.85,0.0,0.11,0.58,122.66,audio_features,1ebslsQcXFPNRBLsa76qEK,3.0,4/4
6,0.14,0.12,C#/Db,-23.39,major,0.06,0.98,0.94,0.1,0.04,70.02,audio_features,41F8XFf9aYq1vCMqyuLNFl,5.6,4/4
7,0.82,0.15,A,-21.95,minor,0.07,0.92,0.92,0.11,0.41,142.15,audio_features,6OzRUo7b23kXFXHWLpigCj,2.03,4/4
8,0.57,0.24,F#/Gb,-17.01,minor,0.03,0.4,0.9,0.12,0.08,80.02,audio_features,61liR3eWrA8BTeUnltA32e,2.45,4/4
9,0.69,0.34,F,-12.3,minor,0.06,0.61,0.6,0.18,0.57,126.24,audio_features,601ppwJ942tjJ9aDPGYwOT,3.17,4/4
10,0.08,0.28,F,-14.42,major,0.04,0.39,0.54,0.12,0.03,174.34,audio_features,6ByYyM1C8sbKOYBsehlc3d,3.61,5/4
11,0.42,0.2,G#/Ab,-19.61,minor,0.03,0.76,0.98,0.11,0.26,136.42,audio_features,2PxElQASC4l0uhkqEwVDWG,3.12,4/4
12,0.14,0.35,A#/Bb,-16.58,minor,0.04,0.1,0.98,0.14,0.04,84.54,audio_features,2KAzdW2iAflGBQ0znH3EMP,4.07,3/4
13,0.65,0.5,F,-14.66,minor,0.04,0.23,0.91,0.11,0.22,160.05,audio_features,0onGfVHIeZtLevNZZWcgnT,2.94,4/4
14,0.52,0.5,F,-17.26,minor,0.04,0.0,0.75,0.46,0.31,100.79,audio_features,4GOEnE8bx725DFTzmuYAuA,3.69,4/4
15,0.59,0.72,G#/Ab,-15.05,minor,0.04,0.0,0.96,0.38,0.11,122.36,audio_features,3WXj5V6DLWlVgYizyCgEyM,2.99,4/4
16,0.77,0.43,G#/Ab,-17.25,major,0.16,0.02,0.97,0.1,0.24,107.38,audio_features,6RO0GOIpYUM8xOR19QCcxj,3.44,4/4
17,0.48,0.41,G#/Ab,-19.84,major,0.05,0.84,0.99,0.16,0.16,116.68,audio_features,7pMvjxeyq0RhJVOifP6sCH,3.64,
18,0.55,0.33,G#/Ab,-16.33,minor,0.03,0.76,0.88,0.13,0.29,80.01,audio_features,2x7TWNe3ZeRLH0h5cDhgC4,2.74,4/4
19,0.56,0.74,D,-12.85,major,0.04,0.0,0.9,0.33,0.05,118.62,audio_features,5DozXHPXhzqx2ZUfR78CRg,2.85,4/4
20,0.56,0.46,F,-16.45,minor,0.04,0.19,0.93,0.1,0.57,80.0,audio_features,5hxuVoQwizvyfuXVKLVJ2A,2.61,4/4
21,0.08,0.31,F#/Gb,-16.32,minor,0.04,0.12,0.99,0.18,0.04,80.58,audio_features,2lCiuHNAFSzr0ZwqnnZRdP,3.41,3/4
22,0.48,0.24,E,-17.9,major,0.03,0.4,0.9,0.11,0.22,80.02,audio_features,6Egyxss7e6K74EBoQfdcgV,2.59,4/4
23,0.55,0.33,G#/Ab,-16.33,minor,0.03,0.76,0.88,0.13,0.29,80.01,audio_features,2x7TWNe3ZeRLH0h5cDhgC4,2.74,4/4
24,0.42,0.45,F,-8.82,major,0.06,0.09,0.0,0.11,0.21,129.77,audio_features,2cAybAa8GqYLhiqgrkrNUp,4.54,5/4
25,0.39,0.66,C,-6.17,major,0.06,0.18,0.0,0.12,0.2,117.06,audio_features,7lGKEWMXVWWTt3X71Bv44I,3.23,4/4
26,0.5,0.4,C#/Db,-5.68,major,0.03,0.75,0.0,0.1,0.45,109.89,audio_features,7qEHsqek33rTcFNT9PFqLf,3.04,4/4
27,0.46,0.58,D#/Eb,-4.86,major,0.06,0.6,0.0,0.09,0.18,111.88,audio_features,2gMXnyrvIjhVBUZwvLZDMP,3.59,4/4
28,0.62,0.24,B,-7.1,minor,0.05,0.9,0.0,0.12,0.07,79.46,audio_features,3S8jK1mGzQi24ilFb45DAZ,2.49,4/4
29,0.56,0.43,A#/Bb,-8.81,major,0.06,0.77,0.0,0.11,0.14,143.88,audio_features,5wANPM4fQCJwkGd4rN57mH,4.03,4/4
30,0.46,0.58,D#/Eb,-4.86,major,0.06,0.6,0.0,0.09,0.18,111.88,audio_features,2gMXnyrvIjhVBUZwvLZDMP,3.59,4/4
31,0.66,0.76,C#/Db,-3.77,minor,0.04,0.32,0.0,0.34,0.7,101.99,audio_features,3iHzKA9HlXf5wsGdsrsnSA,3.39,4/4
32,0.74,0.31,E,-7.83,major,0.07,0.95,0.0,0.19,0.36,111.2,audio_features,4Of7rzpRpV1mWRbhp5rAqG,3.67,4/4
33,0.34,0.62,E,-4.03,major,0.04,0.08,0.0,0.11,0.34,169.49,audio_features,44G9fSM6qI8zRoG6Qwn3eq,3.85,4/4
34,0.68,0.45,C,-3.89,major,0.03,0.37,0.0,0.16,0.44,102.92,audio_features,5AGS8VxsLyHQOWz0ZTuwIN,3.77,4/4
35,0.69,0.53,B,-5.51,major,0.03,0.44,0.0,0.1,0.16,106.96,audio_features,60iSKGrGazRzICtMjADNSM,3.43,4/4
36,0.66,0.76,C#/Db,-3.77,minor,0.04,0.32,0.0,0.34,0.7,101.99,audio_features,3iHzKA9HlXf5wsGdsrsnSA,3.39,4/4
37,0.34,0.62,E,-4.03,major,0.04,0.08,0.0,0.11,0.34,169.49,audio_features,44G9fSM6qI8zRoG6Qwn3eq,3.85,4/4
38,0.54,0.23,E,-12.53,major,0.04,0.84,0.0,0.11,0.31,127.36,audio_features,10wk4XQdba4QpHgFb28Ktk,4.38,4/4
39,0.51,0.18,A#/Bb,-10.27,major,0.04,0.95,0.0,0.09,0.26,117.35,audio_features,6H7fWtwEUHVfTyZD7zeG4w,3.88,3/4
40,0.46,0.23,D#/Eb,-9.04,major,0.03,0.93,0.0,0.1,0.18,98.63,audio_features,7y2M7zBxC6g8zmkhUvfy7C,3.8,4/4
41,0.51,0.18,A#/Bb,-10.27,major,0.04,0.95,0.0,0.09,0.26,117.35,audio_features,6H7fWtwEUHVfTyZD7zeG4w,3.88,3/4
42,0.46,0.23,D#/Eb,-9.04,major,0.03,0.93,0.0,0.1,0.18,98.63,audio_features,7y2M7zBxC6g8zmkhUvfy7C,3.8,4/4
43,0.37,0.23,B,-9.18,major,0.03,0.86,0.0,0.11,0.19,146.88,audio_features,4RtlhOoWNO5ReUwdmTdTcG,5.11,3/4
44,0.59,0.35,E,-8.27,major,0.03,0.7,0.0,0.29,0.24,120.01,audio_features,2psRActEWsTlYYd7EDoyVR,3.68,3/4
45,0.5,0.41,A,-6.66,major,0.03,0.69,0.0,0.32,0.29,157.88,audio_features,6XDBohkvajOwoqr8jHPjzQ,2.79,3/4
46,0.59,0.35,E,-8.27,major,0.03,0.7,0.0,0.29,0.24,120.01,audio_features,2psRActEWsTlYYd7EDoyVR,3.68,3/4
47,0.68,0.41,A,-11.31,major,0.04,0.78,0.0,0.11,0.55,119.9,audio_features,7uo2L5FAja3pWIBa3HJVeC,1.01,4/4
48,0.21,0.33,C,-14.78,major,0.04,1.0,0.38,0.13,0.3,139.3,audio_features,2ngfM60idir4GySr7dUxB0,0.54,3/4
49,0.56,0.27,E,-14.85,major,0.04,0.93,0.0,0.1,0.49,88.97,audio_features,1Mk9ou2m6hsEZJYuNRJFpO,2.98,4/4
50,0.56,0.27,E,-14.85,major,0.04,0.93,0.0,0.1,0.49,88.97,audio_features,1Mk9ou2m6hsEZJYuNRJFpO,2.98,4/4
51,0.51,0.38,C,-8.88,major,0.02,0.78,0.01,0.25,0.21,96.96,audio_features,5nkhJrwTkS2IXKup7z8d0t,4.55,3/4
52,0.59,0.35,E,-8.27,major,0.03,0.7,0.0,0.29,0.24,120.01,audio_features,2psRActEWsTlYYd7EDoyVR,3.68,3/4
53,0.56,0.36,F,-8.31,major,0.03,0.6,0.0,0.4,0.28,73.0,audio_features,2mIuMGVqIYZIUvKkai6u05,4.16,
54,0.56,0.36,F,-8.31,major,0.03,0.6,0.0,0.4,0.28,73.0,audio_features,2mIuMGVqIYZIUvKkai6u05,4.16,
55,0.21,0.33,C,-14.78,major,0.04,1.0,0.38,0.13,0.3,139.3,audio_features,2ngfM60idir4GySr7dUxB0,0.54,3/4
56,0.55,0.4,B,-6.54,major,0.03,0.64,0.0,0.21,0.25,73.79,audio_features,52lT4DHat5sYRV6iFyQ9uY,4.03,4/4
57,0.48,0.47,C,-7.87,major,0.03,0.68,0.01,0.28,0.19,70.01,audio_features,1UJJMPXC74VpOuggq92Ag8,4.06,4/4
58,0.59,0.35,E,-8.27,major,0.03,0.7,0.0,0.29,0.24,120.01,audio_features,2psRActEWsTlYYd7EDoyVR,3.68,3/4
59,0.56,0.36,F,-8.31,major,0.03,0.6,0.0,0.4,0.28,73.0,audio_features,2mIuMGVqIYZIUvKkai6u05,4.16,
60,0.21,0.33,C,-14.78,major,0.04,1.0,0.38,0.13,0.3,139.3,audio_features,2ngfM60idir4GySr7dUxB0,0.54,3/4
61,0.55,0.4,B,-6.54,major,0.03,0.64,0.0,0.21,0.25,73.79,audio_features,52lT4DHat5sYRV6iFyQ9uY,4.03,4/4
62,0.48,0.47,C,-7.87,major,0.03,0.68,0.01,0.28,0.19,70.01,audio_features,1UJJMPXC74VpOuggq92Ag8,4.06,4/4
63,0.56,0.39,G,-8.19,major,0.03,0.66,0.0,0.09,0.12,77.97,audio_features,3BtAAdjI8C636aAYMoL3gp,3.97,4/4
64,0.26,0.36,A,-14.32,minor,0.04,0.92,0.03,0.1,0.46,80.4,audio_features,0N30LlC6JyRTCIqwSMaBGW,3.63,5/4
65,0.4,0.31,D,-11.34,major,0.03,0.79,0.18,0.09,0.28,175.95,audio_features,3v64j3vihZ9IhEewaUfIqK,4.4,4/4
66,0.61,0.26,G,-12.41,major,0.03,0.62,0.08,0.09,0.65,109.89,audio_features,2f9V1rIwActY4UKBQuxHqq,3.64,4/4
67,0.49,0.16,D,-14.2,major,0.03,0.8,0.11,0.08,0.29,139.86,audio_features,77fsaToe6geS16GLiwBzlm,3.4,4/4
68,0.77,0.31,G,-12.17,major,0.03,0.46,0.02,0.06,0.75,97.99,audio_features,4DOZYZ45UAwfx6CTuvIF2d,3.11,4/4
69,0.37,0.17,D,-15.11,major,0.03,0.7,0.4,0.1,0.27,185.98,audio_features,09gkpMLFgqUxr4i4mmhmtQ,3.44,3/4
70,0.71,0.24,D,-13.44,major,0.03,0.73,0.86,0.1,0.68,97.98,audio_features,5WY9zUZLNtH10GXixBuVSc,4.02,4/4
71,0.52,0.29,G,-9.18,major,0.03,0.28,0.79,0.12,0.5,135.9,audio_features,6oqxwrZCyp47aGRqzwGVHH,3.35,3/4
72,0.35,0.26,F,-10.08,major,0.03,0.18,0.03,0.2,0.22,169.93,audio_features,4ERU0I0Svo0VbajoQROeIk,3.2,4/4
73,0.58,0.22,A,-8.94,major,0.03,0.95,0.85,0.22,0.33,91.06,audio_features,7yE6bqI5JCQuWbRgiFtgTo,2.13,4/4
74,0.31,0.29,A#/Bb,-10.59,major,0.03,0.93,0.05,0.1,0.29,80.92,audio_features,1mvfvDZOybiEgS1ecJxt9W,3.48,4/4
75,0.54,0.37,E,-9.04,minor,0.03,0.11,0.8,0.13,0.53,97.18,audio_features,0q6tGD4kspB8fbrMOdOzIf,3.53,4/4
76,0.52,0.25,G,-12.26,major,0.03,0.8,0.74,0.12,0.14,106.46,audio_features,6xOxjonbwoFS5EvPYXdN9Q,4.22,4/4
77,0.52,0.29,G,-9.18,major,0.03,0.28,0.79,0.12,0.5,135.9,audio_features,6oqxwrZCyp47aGRqzwGVHH,3.35,3/4
78,0.31,0.29,A#/Bb,-10.59,major,0.03,0.93,0.05,0.1,0.29,80.92,audio_features,1mvfvDZOybiEgS1ecJxt9W,3.48,4/4
79,0.54,0.37,E,-9.04,minor,0.03,0.11,0.8,0.13,0.53,97.18,audio_features,0q6tGD4kspB8fbrMOdOzIf,3.53,4/4
80,0.64,0.26,A,-8.98,major,0.03,0.68,0.7,0.08,0.58,116.18,audio_features,0D8elhshYiDBm21AcYvqMm,2.52,4/4
81,0.6,0.16,C,-15.14,major,0.03,0.96,0.68,0.11,0.59,86.98,audio_features,5JZwQs0sbiVdF4TiFkB7pR,2.65,4/4
82,0.51,0.37,A,-8.92,major,0.03,0.57,0.0,0.08,0.47,125.36,audio_features,1MHV0T6VdpPQaoC06osqCD,2.98,3/4
83,0.38,0.07,F,-26.34,major,0.07,0.98,0.83,0.68,0.04,177.74,audio_features,7lfkVL8Ej1WUK8ZVRESoU9,6.13,3/4
84,0.32,0.32,A,-15.15,minor,0.06,0.99,0.9,0.1,0.12,132.41,audio_features,13oSykCrgLvc2K2Cy4bM1E,1.72,3/4
85,0.46,0.01,D,-31.91,major,0.04,0.99,0.9,0.07,0.31,66.97,audio_features,6y02PXQfwG9mwQnhKemWOs,2.4,4/4
86,0.18,0.09,D,-20.66,minor,0.05,0.89,0.51,0.1,0.04,64.25,audio_features,3MJd5S8ZIUp19dVvKxgNoe,7.98,4/4
87,0.6,0.18,G,-14.06,major,0.03,0.93,0.51,0.08,0.26,116.06,audio_features,3HjSAJY3gpvjxWrelVSvtn,4.4,3/4
88,0.37,0.04,E,-27.5,minor,0.03,0.94,0.97,0.1,0.12,130.6,audio_features,6nV5rzrOKzPjQsWDgx2CYF,3.92,4/4
89,0.38,0.09,C,-18.15,minor,0.04,0.99,0.84,0.1,0.25,63.89,audio_features,6InSwmOIPTcANZdgYQKULu,1.18,4/4
90,0.24,0.04,A,-20.76,minor,0.04,0.99,0.94,0.11,0.14,69.44,audio_features,0Zs9vNPEhKE7GbyvuCpcab,3.11,4/4
91,0.2,0.34,C,-20.64,minor,0.04,0.9,0.82,0.13,0.61,175.31,audio_features,5OCjo8Jflrl4RRN5oL6fWf,2.04,4/4
92,0.32,0.01,E,-27.4,minor,0.04,0.99,0.91,0.07,0.07,79.82,audio_features,4nwzCgIucw9rTMwJJTAax2,2.34,
93,0.57,0.08,D,-23.23,major,0.06,0.98,0.85,0.06,0.12,95.54,audio_features,6fC9pgvlU7dE4Q54UrVFk5,3.48,4/4
94,0.48,0.18,A,-21.48,major,0.05,0.93,0.91,0.08,0.13,120.48,audio_features,6AFz1DmpO2F9Bwotq8zvYK,3.47,4/4
95,0.53,0.0,B,-33.59,major,0.04,0.97,0.87,0.09,0.22,106.92,audio_features,4QjTZFWB9ZXMtaoyqZrrix,2.78,3/4
96,0.31,0.09,G#/Ab,-21.06,major,0.05,0.96,0.88,0.1,0.13,44.76,audio_features,6zB7STorHw7VOrSoxpzW9F,2.56,4/4
97,0.2,0.34,C,-20.64,minor,0.04,0.9,0.82,0.13,0.61,175.31,audio_features,5OCjo8Jflrl4RRN5oL6fWf,2.04,4/4
98,0.64,0.1,G,-25.5,major,0.08,0.98,0.86,0.1,0.28,84.6,audio_features,3tMQiHMzHb9gA1am0UkIda,3.02,3/4
99,0.36,0.12,C,-20.39,minor,0.04,0.98,0.98,0.14,0.19,122.6,audio_features,53Lfqp8F0KCInwcFjabMJB,2.72,4/4
100,0.37,0.04,E,-27.5,minor,0.03,0.94,0.97,0.1,0.12,130.6,audio_features,6nV5rzrOKzPjQsWDgx2CYF,3.92,4/4
101,0.53,0.0,B,-33.59,major,0.04,0.97,0.87,0.09,0.22,106.92,audio_features,4QjTZFWB9ZXMtaoyqZrrix,2.78,3/4
102,0.31,0.09,G#/Ab,-21.06,major,0.05,0.96,0.88,0.1,0.13,44.76,audio_features,6zB7STorHw7VOrSoxpzW9F,2.56,4/4
103,0.34,0.06,F#/Gb,-18.52,minor,0.05,0.99,0.94,0.08,0.12,55.21,audio_features,3WDc1kYsfyyWgCVkZT4JlQ,4.12,4/4
104,0.36,0.12,C,-20.39,minor,0.04,0.98,0.98,0.14,0.19,122.6,audio_features,53Lfqp8F0KCInwcFjabMJB,2.72,4/4
105,0.53,0.0,B,-33.59,major,0.04,0.97,0.87,0.09,0.22,106.92,audio_features,4QjTZFWB9ZXMtaoyqZrrix,2.78,3/4
106,0.31,0.09,G#/Ab,-21.06,major,0.05,0.96,0.88,0.1,0.13,44.76,audio_features,6zB7STorHw7VOrSoxpzW9F,2.56,4/4
107,0.2,0.25,D,-19.39,minor,0.04,0.88,0.86,0.12,0.33,163.18,audio_features,1kopTRGHzXzctvGOwnlfm6,3.02,4/4
108,0.64,0.1,G,-25.5,major,0.08,0.98,0.86,0.1,0.28,84.6,audio_features,3tMQiHMzHb9gA1am0UkIda,3.02,3/4
109,0.35,0.03,G,-33.15,major,0.04,0.94,0.88,0.1,0.43,153.84,audio_features,7mil5nzqrkyw0Wl5QYzGu1,5.34,4/4
110,0.45,0.04,D#/Eb,-22.51,major,0.06,0.99,0.95,0.09,0.06,119.78,audio_features,0A4h05JkKafvFq9bGe6phn,3.89,4/4
111,0.42,0.06,A#/Bb,-23.17,major,0.05,0.98,0.86,0.11,0.1,131.44,audio_features,7kynktYUmT8cSSDSQh7IQu,2.38,3/4
112,0.44,0.23,D,-15.8,minor,0.04,0.98,0.88,0.07,0.14,123.14,audio_features,0mGvkCDPf4ICow5CQMbHqG,2.96,4/4
113,0.34,0.07,C,-25.28,minor,0.05,0.98,0.82,0.17,0.32,115.55,audio_features,0j8UjTsKy3SzlN4p9p3AU5,2.29,3/4
114,0.53,0.39,C,-11.37,major,0.04,0.94,0.96,0.12,0.09,79.96,audio_features,2s5S7q4Xz17of4KzC2gmd7,2.78,3/4
115,0.32,0.13,G,-20.93,minor,0.05,0.95,0.92,0.79,0.12,63.6,audio_features,0PJ9z4tefkfgtqYrFCmj6x,4.38,4/4
116,0.19,0.23,C,-16.86,major,0.03,0.97,0.94,0.11,0.23,176.38,audio_features,2TVIY0TNXhmqJT58klcYyh,3.03,4/4
117,0.21,0.12,D,-22.73,major,0.04,0.98,0.9,0.1,0.22,151.47,audio_features,4rAkJVeQGeIS9YKsh5sBwI,2.76,4/4
118,0.38,0.02,D,-26.37,major,0.04,0.98,0.92,0.07,0.21,134.27,audio_features,6KXoLGqKQqT43JjFhL6nX8,3.12,4/4
119,0.19,0.42,C,-16.45,minor,0.04,0.99,0.88,0.14,0.31,149.51,audio_features,4tTTW3DQboCekZGI8biPK1,2.94,
120,0.47,0.13,A#/Bb,-15.53,major,0.03,0.97,0.93,0.11,0.48,90.02,audio_features,79n5AT5US7TDJaymLZeJBQ,3.7,4/4
121,0.29,0.07,D,-24.49,major,0.04,0.99,0.93,0.08,0.17,76.37,audio_features,5Dmmw2HQaqjctbFYZfLC8z,2.27,4/4
122,0.5,0.14,C#/Db,-20.45,minor,0.03,0.93,0.97,0.08,0.2,130.93,audio_features,7ncysISwXB99axlmMknRLH,4.46,3/4
123,0.36,0.29,B,-17.02,major,0.06,0.99,0.9,0.16,0.38,114.23,audio_features,3r5JjxXM70IyWe8XFRJ1XW,2.46,3/4
124,0.4,0.22,A,-17.4,minor,0.05,0.99,0.92,0.07,0.04,126.66,audio_features,5cvtsq6zS8MHQG5MMLH1x0,3.73,4/4
125,0.35,0.13,C,-19.63,major,0.05,0.99,0.92,0.09,0.31,109.59,audio_features,7ogLOvBoekN06bobVwRunh,3.08,4/4
126,0.34,0.03,E,-29.16,minor,0.03,0.97,0.96,0.08,0.27,141.13,audio_features,4ADEPy8QtNpNQMh1OLR0H5,4.55,4/4
127,0.23,0.16,F,-16.32,major,0.03,0.91,0.92,0.1,0.04,70.61,audio_features,0y6DSMwFO6cLKN1XB85cGV,2.61,4/4
128,0.58,0.06,C#/Db,-23.81,major,0.09,1.0,0.97,0.11,0.4,69.15,audio_features,0P7SM5HE6Pg5T8jhlBC71v,2.69,4/4
129,0.44,0.07,D,-21.62,major,0.05,1.0,0.93,0.09,0.16,94.35,audio_features,1aTcDNvEBoqWN9FxuoBhfB,3.09,4/4
130,0.26,0.19,C,-21.18,major,0.04,0.93,0.86,0.21,0.24,111.75,audio_features,0jgHjKLA0l0S8fv2Hd3sEc,4.01,4/4
131,0.48,0.13,G,-20.15,minor,0.04,0.89,0.85,0.11,0.14,144.34,audio_features,46Dfn4uabMnaFJklqbG1zd,3.74,3/4
132,0.49,0.09,A,-22.8,major,0.03,0.95,0.73,0.22,0.12,134.21,audio_features,1YDchzoNk8pD86S6Si5ruE,4.38,4/4
133,0.14,0.06,F#/Gb,-18.7,minor,0.04,0.98,0.95,0.12,0.07,72.36,audio_features,2GUUejFnTxI0yEZR1afTC4,3.43,4/4
134,0.2,0.02,D,-31.08,major,0.03,0.98,0.86,0.08,0.25,168.71,audio_features,5JOxUhnc9FjD6oOlIwhFL9,3.75,4/4
135,0.27,0.16,C,-21.9,minor,0.05,0.99,0.93,0.12,0.15,178.43,audio_features,5xJOh327HCpS71cAmbr9Rk,4.8,3/4
136,0.39,0.05,G,-22.11,major,0.04,0.96,0.83,0.1,0.22,142.35,audio_features,7BVwmVaThUZvMDt9aG1Kup,3.1,4/4
137,0.6,0.23,F,-16.3,major,0.03,0.94,0.86,0.1,0.06,127.3,audio_features,6FZfxmeVhsdqkD8WJfP83n,4.3,4/4
138,0.42,0.3,A#/Bb,-12.18,major,0.03,0.66,0.92,0.57,0.08,120.5,audio_features,0j1zT31x3toBbvmTLk8spF,6.28,4/4
139,0.28,0.06,B,-26.18,minor,0.04,0.99,0.92,0.08,0.09,112.59,audio_features,6bq8VAGmvWxpIjtYXjxofC,3.01,3/4
140,0.35,0.19,A,-12.03,minor,0.03,0.98,0.79,0.12,0.16,75.04,audio_features,0oFkaYVT0tVb9v5sOaMvJv,2.54,4/4
141,0.18,0.23,A,-16.46,minor,0.04,0.95,0.98,0.1,0.05,94.08,audio_features,6pWgRkpqVfxnj3WuIcJ7WP,2.12,4/4
142,0.16,0.18,E,-19.85,minor,0.04,0.54,0.92,0.11,0.03,132.61,audio_features,2UcUL4jytfVpW0jSXi3Ggi,3.5,3/4
143,0.16,0.18,E,-19.85,minor,0.04,0.54,0.92,0.11,0.03,132.61,audio_features,2UcUL4jytfVpW0jSXi3Ggi,3.5,3/4
144,0.18,0.23,A,-16.46,minor,0.04,0.95,0.98,0.1,0.05,94.08,audio_features,6pWgRkpqVfxnj3WuIcJ7WP,2.12,4/4
145,0.16,0.18,E,-19.85,minor,0.04,0.54,0.92,0.11,0.03,132.61,audio_features,2UcUL4jytfVpW0jSXi3Ggi,3.5,3/4
146,0.29,0.1,G,-16.81,major,0.03,0.18,0.7,0.09,0.04,62.88,audio_features,6ZFbXIJkuI1dVNWvzJzown,4.59,4/4
147,0.14,0.27,A,-14.24,major,0.04,0.71,0.39,0.09,0.04,83.83,audio_features,0bYiHGOcXqFaxa0H6ru88X,5.02,4/4
148,0.1,0.08,C#/Db,-14.77,major,0.05,0.87,0.98,0.13,0.04,72.64,audio_features,3vYg8WcDdRyiHfOpfjqlTa,2.47,3/4
149,0.32,0.42,C,-14.41,major,0.04,0.58,0.8,0.12,0.14,92.72,audio_features,3fzL0RuACZtv5cQ6R78Sjq,3.93,4/4
150,0.32,0.44,A,-9.81,minor,0.04,0.12,0.96,0.31,0.03,125.36,audio_features,1jYHpFrJkXfDfOGlLDevTS,1.27,4/4
151,0.15,0.14,D,-19.2,minor,0.03,0.98,0.83,0.12,0.17,81.02,audio_features,6jWAQNlfoScyyDijaa7uVO,2.05,4/4
152,0.2,0.01,C,-33.41,major,0.04,0.98,0.89,0.07,0.04,88.17,audio_features,3cs78hXzKzrsx2xexZZYHr,1.22,4/4
153,0.12,0.2,D,-18.46,minor,0.05,0.83,0.72,0.1,0.04,95.09,audio_features,5XIROml6NGQvRdDiEQ7Hy7,5.17,4/4
154,0.09,0.15,A,-19.42,minor,0.04,0.86,0.78,0.1,0.04,85.22,audio_features,0rUBl0Fu9Dkzv7taNrFTqa,2.86,3/4
155,0.21,0.07,B,-18.33,minor,0.04,0.84,0.65,0.06,0.04,130.01,audio_features,1pm8TqG9dNIcMGTQNzjYh9,5.5,4/4
156,0.17,0.41,G,-9.46,major,0.04,0.01,0.81,0.1,0.04,119.46,audio_features,50ExtKr8j9cHTY3OEw282G,4.75,4/4
157,0.21,0.07,B,-18.33,minor,0.04,0.84,0.65,0.06,0.04,130.01,audio_features,1pm8TqG9dNIcMGTQNzjYh9,5.5,4/4
158,0.17,0.41,G,-9.46,major,0.04,0.01,0.81,0.1,0.04,119.46,audio_features,50ExtKr8j9cHTY3OEw282G,4.75,4/4
159,0.28,0.03,F,-28.82,major,0.05,0.98,0.91,0.1,0.03,127.15,audio_features,4kiFv9io15LHYU3chgeHIx,4.28,
160,0.48,0.02,G,-25.5,minor,0.05,0.99,0.93,0.09,0.2,76.38,audio_features,2pr6us08iPNzIex5q6fMvI,5.03,4/4
161,0.08,0.26,D,-14.08,minor,0.03,0.87,0.93,0.27,0.04,177.98,audio_features,5aaMPcWc1ANkAeqZcTRf90,3.82,3/4
162,0.07,0.11,A#/Bb,-18.91,major,0.04,0.59,0.96,0.36,0.04,71.63,audio_features,0h2oliFUGdQzHE9TjCpeHe,4.93,3/4
163,0.12,0.24,G,-17.58,major,0.03,0.12,0.9,0.1,0.04,83.99,audio_features,1gqCO3x2MO4KbQfN9pGUlH,5.25,4/4
164,0.06,0.05,F,-31.15,major,0.05,0.61,0.98,0.48,0.04,59.32,audio_features,5QLoJobHVOWEdodeWghQmS,5.15,4/4
165,0.07,0.11,A#/Bb,-18.91,major,0.04,0.59,0.96,0.36,0.04,71.63,audio_features,0h2oliFUGdQzHE9TjCpeHe,4.93,3/4
166,0.12,0.24,G,-17.58,major,0.03,0.12,0.9,0.1,0.04,83.99,audio_features,1gqCO3x2MO4KbQfN9pGUlH,5.25,4/4
167,0.06,0.05,F,-31.15,major,0.05,0.61,0.98,0.48,0.04,59.32,audio_features,5QLoJobHVOWEdodeWghQmS,5.15,4/4
168,0.27,0.0,G#/Ab,-29.74,major,0.05,1.0,0.92,0.07,0.06,94.86,audio_features,3x5paczEO2SQyOVAcHpLGa,2.67,4/4
169,0.35,0.14,C,-14.62,major,0.03,0.77,0.8,0.07,0.07,54.99,audio_features,3yVKDuoppFGIrP6u9fv5jy,2.65,4/4
170,0.25,0.1,G#/Ab,-19.92,major,0.05,0.66,0.87,0.08,0.03,143.8,audio_features,6b744aI3Y18cm2AizIndGd,5.67,4/4
171,0.19,0.04,C#/Db,-31.46,major,0.04,0.96,0.9,0.1,0.03,138.91,audio_features,24tp9KQWD7EVkPiHcO1pPE,4.57,4/4
172,0.24,0.11,G,-19.77,major,0.03,0.94,0.97,0.35,0.04,99.86,audio_features,6gllTV2Gyhpn7OwunTAaQH,5.62,4/4
173,0.32,0.18,G#/Ab,-12.71,major,0.04,0.24,0.84,0.1,0.04,99.09,audio_features,0v9Ud7xm4hiYEFu5nKcYzC,3.68,4/4
174,0.18,0.04,G#/Ab,-22.28,minor,0.03,0.88,0.75,0.08,0.05,63.51,audio_features,4WEcbJy158y2HmLLLIAvYh,3.87,4/4
