,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,length_in_minutes,time_signature
3411,0.18,0.35,G,-9.05,major,0.04,0.91,0.45,0.14,0.36,169.07,audio_features,6ao95HGoPlAqw7Yf0wEk2Y,3.27,3/4
3412,0.56,0.47,C,-11.11,major,0.04,0.83,0.92,0.17,0.75,120.7,audio_features,65LVNPQvyRCYUKI04dUlo8,3.43,4/4
3413,0.18,0.35,G,-9.05,major,0.04,0.91,0.45,0.14,0.36,169.07,audio_features,6ao95HGoPlAqw7Yf0wEk2Y,3.27,3/4
3414,0.56,0.47,C,-11.11,major,0.04,0.83,0.92,0.17,0.75,120.7,audio_features,65LVNPQvyRCYUKI04dUlo8,3.43,4/4
3415,0.36,0.92,C,-4.22,minor,0.06,0.0,0.03,0.07,0.23,79.34,audio_features,4e9eGQYsOiBcftrWXwsVco,3.92,4/4
3416,0.38,0.27,G#/Ab,-21.79,major,0.12,0.94,0.0,0.67,0.03,81.29,audio_features,3cMgC5FkJuXNHdtrzicrMt,0.64,5/4
3417,0.22,0.92,G#/Ab,-4.48,major,0.06,0.0,0.0,0.1,0.38,167.17,audio_features,44NRdYQw7P0GWuiunRv3hr,4.1,4/4
3418,0.71,0.6,C#/Db,-20.0,major,0.74,0.85,0.7,0.14,0.19,87.84,audio_features,5iJTZIt38242Thdckitncf,0.74,3/4
3419,0.67,0.14,G,-14.16,major,0.88,0.99,0.0,0.16,0.61,94.18,audio_features,29mVFGlWNanpv5U7l9qn5b,0.86,3/4
3420,0.38,0.27,G#/Ab,-21.79,major,0.12,0.94,0.0,0.67,0.03,81.29,audio_features,3cMgC5FkJuXNHdtrzicrMt,0.64,5/4
3421,0.71,0.6,C#/Db,-20.0,major,0.74,0.85,0.7,0.14,0.19,87.84,audio_features,5iJTZIt38242Thdckitncf,0.74,3/4
3422,0.59,0.3,C#/Db,-33.94,major,0.12,0.94,0.96,0.35,0.03,73.95,audio_features,2wW7Ocs42WoazmpCayp9Uj,1.02,4/4
3423,0.36,0.18,C,-22.68,major,0.06,0.95,0.68,0.66,0.1,95.09,audio_features,40p6dlgESKFtFIqq4qAjd7,3.08,4/4
3424,0.65,0.18,F,-23.52,minor,0.57,0.88,0.03,0.33,0.72,73.01,audio_features,6ocXbQMH9bqAu3dkr41RBy,0.77,4/4
3425,0.48,0.86,F,-5.06,major,0.06,0.01,0.0,0.22,0.32,95.0,audio_features,4bdzlt280luOgFi0ZlkTvR,3.42,4/4
3426,0.7,0.68,C,-7.84,major,0.06,0.19,0.06,0.24,0.58,113.06,audio_features,7FuQkitKqCDWGSuj7XjquY,3.08,4/4
3427,0.61,0.84,B,-6.68,minor,0.03,0.0,0.03,0.1,0.65,140.96,audio_features,5TSsTVTbFNxgDXPgBklGa3,2.67,4/4
3428,0.63,0.79,F,-4.08,minor,0.13,0.01,0.0,0.06,0.41,134.13,audio_features,794IGyga5qnhlzOUimLOMw,2.69,4/4
3429,0.59,0.71,D,-4.15,minor,0.04,0.08,0.0,0.08,0.44,160.13,audio_features,5CtZQtRHLuHKkzMqsm0Tva,3.0,4/4
3430,0.59,0.85,C,-3.1,major,0.4,0.02,0.0,0.14,0.47,150.0,audio_features,0qMZXgcLfkl5RI3q50KHMH,2.29,4/4
3431,0.5,0.63,F,-4.87,minor,0.03,0.06,0.0,0.11,0.13,169.96,audio_features,1RcKEwbDLoLLkwCng0DzZq,3.25,4/4
3432,0.63,0.97,C#/Db,-1.32,major,0.05,0.01,0.01,0.4,0.81,148.0,audio_features,1Pvq76uvP8iMC7K0BXNE1c,2.88,4/4
3433,0.61,0.6,A#/Bb,-4.91,major,0.03,0.12,0.0,0.12,0.1,80.03,audio_features,4MFLdAiHJv7zDOEbD2P2az,4.04,4/4
3434,0.48,0.37,C,-10.67,major,0.03,0.45,0.0,0.29,0.76,118.69,audio_features,6XHbYnwTB7YoSV4TLeycuB,2.11,3/4
3435,0.18,0.09,C#/Db,-21.68,major,0.04,0.96,0.95,0.09,0.03,70.91,audio_features,4esxro8J1rbsalCPb0yrgC,5.56,4/4
3436,0.14,0.14,D,-19.63,major,0.04,0.82,0.44,0.11,0.29,152.92,audio_features,7ci2JgRHMiVIAueWOiWMye,6.29,4/4
3437,0.47,0.57,E,-10.03,minor,0.03,0.16,0.05,0.12,0.23,101.9,audio_features,2LadlqFWLPRJAQu3PEe9CN,4.08,4/4
3438,0.11,0.36,G,-11.63,major,0.03,0.42,0.69,0.08,0.06,92.81,audio_features,7C1Y2bK9EDjcL75tkr2hzI,5.22,4/4
3439,0.39,0.07,G,-20.76,major,0.04,0.96,0.1,0.11,0.04,136.94,audio_features,7BSMSvK0WxrDeI98bswYa8,2.9,4/4
3440,0.5,0.7,C,-10.06,minor,0.06,0.71,0.68,0.11,0.08,165.05,audio_features,7IKI3lsBYMQ1oqfdubPpWu,5.52,3/4
3441,0.49,0.59,C,-13.54,major,0.04,0.61,0.71,0.14,0.28,126.62,audio_features,6yPuQr6vjZ7tJ4oq1PEXle,3.56,4/4
3442,0.46,0.22,C#/Db,-15.43,minor,0.03,0.99,0.92,0.14,0.44,151.0,audio_features,4Y1igB1GDncJvt7ezbV3cW,3.36,3/4
3443,0.48,0.52,D,-12.46,major,0.04,0.33,0.75,0.09,0.1,175.09,audio_features,7bhI6rnvaVw8qgZPn32qE0,5.18,4/4
3444,0.47,0.16,F,-16.0,major,0.05,0.77,0.0,0.09,0.1,115.96,audio_features,3TO6wG55HdfwC8zfOaXAlJ,5.37,3/4
3445,0.33,0.4,G,-7.99,major,0.03,0.56,0.08,0.13,0.04,93.44,audio_features,0u4rkpmNtgcFxYHepnVF4v,4.55,4/4
3446,0.37,0.14,G,-11.23,major,0.03,0.87,0.0,0.12,0.15,74.75,audio_features,0FFFiX7StlRc865CB01DRQ,3.47,5/4
3447,0.59,0.42,E,-10.78,minor,0.03,0.87,0.03,0.09,0.29,94.97,audio_features,2Z7yllvjIQhTpCa5909jLs,3.04,4/4
3448,0.51,0.35,A#/Bb,-14.95,major,0.03,0.84,0.79,0.12,0.27,75.07,audio_features,3q0osq156ES7MHz4PjMOBp,3.64,4/4
3449,0.59,0.56,D,-10.7,major,0.03,0.54,0.05,0.16,0.46,83.46,audio_features,4Lp2SmcFyyMiWzfsDV2Qzh,5.32,4/4
3450,0.69,0.06,F,-16.17,major,0.04,0.94,0.0,0.37,0.19,102.69,audio_features,0Pu8wohsD8Ny3tnl6G6tEH,3.12,4/4
3451,0.51,0.35,A#/Bb,-14.95,major,0.03,0.84,0.79,0.12,0.27,75.07,audio_features,3q0osq156ES7MHz4PjMOBp,3.64,4/4
3452,0.38,0.31,F#/Gb,-13.38,minor,0.03,0.87,0.2,0.09,0.07,120.58,audio_features,0aAq3M7lWPdseBpOnvlUyS,5.16,4/4
3453,0.43,0.5,B,-7.98,minor,0.04,0.49,0.0,0.21,0.33,107.83,audio_features,6ZmYeL6G5ltgcgEThmL3ml,2.97,4/4
3454,0.38,0.42,E,-12.44,major,0.04,0.77,0.0,0.11,0.35,179.83,audio_features,5qr9oMRwSVtJLG4zM6L6fJ,3.24,3/4
3455,0.59,0.28,A,-15.22,minor,0.03,0.88,0.01,0.11,0.18,93.11,audio_features,1Ca5uzdCa7DrfvDKQJp4tR,3.68,4/4
3456,0.47,0.32,E,-13.16,major,0.03,0.98,0.81,0.12,0.47,77.62,audio_features,6yZN8v1X2HRzNDr4Njz84I,2.72,4/4
3457,0.49,0.41,F,-13.31,major,0.03,0.82,0.24,0.12,0.28,140.05,audio_features,3IVALWwWuGL5p3W6cPtjDH,4.83,3/4
3458,0.51,0.31,D#/Eb,-11.57,major,0.03,0.96,0.01,0.11,0.36,159.74,audio_features,4kqfq91VZlOcnhWUj3muFy,3.14,4/4
3459,0.27,0.21,D,-16.16,major,0.04,0.91,0.1,0.1,0.07,93.0,audio_features,1YUcTZ0ehoHY6G6Prhcbj0,3.75,4/4
3460,0.27,0.21,D,-16.16,major,0.04,0.91,0.1,0.1,0.07,93.0,audio_features,1YUcTZ0ehoHY6G6Prhcbj0,3.75,4/4
3461,0.49,0.41,F,-13.31,major,0.03,0.82,0.24,0.12,0.28,140.05,audio_features,3IVALWwWuGL5p3W6cPtjDH,4.83,3/4
3462,0.46,0.41,A,-11.48,major,0.03,0.8,0.88,0.13,0.13,117.05,audio_features,7qH9Z4dJEN0l9bidizW7fq,4.29,4/4
3463,0.33,0.32,C#/Db,-12.08,minor,0.03,0.87,0.04,0.11,0.29,198.11,audio_features,3GLMvFjzOgJ3XGphEEVEPv,4.07,4/4
3464,0.22,0.34,C#/Db,-12.19,minor,0.04,0.91,0.02,0.29,0.08,76.61,audio_features,4ni2PRjuIORNFXvWB74SqX,4.31,3/4
3465,0.66,0.87,G,-2.99,minor,0.14,0.53,0.0,0.06,0.87,153.0,audio_features,0lWCaNootIluiysUga5SjO,3.33,4/4
3466,0.76,0.57,G#/Ab,-11.44,minor,0.06,0.01,0.11,0.08,0.8,112.95,audio_features,36Zid6qYwOBlH7rw6domRU,2.79,4/4
3467,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3468,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3469,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3470,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3471,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3472,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3473,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3474,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3475,0.79,0.86,G#/Ab,-7.62,major,0.07,0.09,0.28,0.09,0.63,105.04,audio_features,4rCGotigOrt1UyuySxgFdz,3.25,4/4
3476,0.79,0.86,G#/Ab,-7.62,major,0.07,0.09,0.28,0.09,0.63,105.04,audio_features,4rCGotigOrt1UyuySxgFdz,3.25,4/4
3477,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3478,0.79,0.86,G#/Ab,-7.62,major,0.07,0.09,0.28,0.09,0.63,105.04,audio_features,4rCGotigOrt1UyuySxgFdz,3.25,4/4
3479,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3480,0.76,0.57,G#/Ab,-11.44,minor,0.06,0.01,0.11,0.08,0.8,112.95,audio_features,36Zid6qYwOBlH7rw6domRU,2.79,4/4
3481,0.51,0.36,C#/Db,-17.28,major,0.05,0.35,0.92,0.1,0.28,115.01,audio_features,0ZnkgVUlTgaBjJuFFitjdz,2.03,4/4
3482,0.54,0.09,G,-19.96,major,0.07,0.89,0.0,0.08,0.38,157.27,audio_features,7omxnYshtUJDOFxl2bw2Ku,1.17,4/4
3483,0.84,0.7,C#/Db,-6.2,minor,0.05,0.77,0.0,0.09,0.66,104.98,audio_features,004q4eDxR33ci4f8m4flwl,2.86,4/4
3484,0.78,0.65,B,-6.99,minor,0.12,0.01,0.0,0.11,0.13,174.08,audio_features,19nrMRR1KkoN0ISh6T3X88,2.76,4/4
3485,0.76,0.6,C#/Db,-8.75,minor,0.14,0.0,0.0,0.19,0.32,151.76,audio_features,2M46FDiyBSd1zqj2B6W61E,1.84,4/4
3486,0.51,0.77,E,-6.06,major,0.03,0.56,0.0,0.1,0.84,141.35,audio_features,1Ufko1bwIbsNhGvNDDKFTG,4.1,4/4
3487,0.63,0.65,G,-5.97,major,0.03,0.44,0.0,0.24,0.58,116.48,audio_features,3H9GcHKKJyZ9TEOLKlJ1U5,4.28,4/4
3488,0.57,0.81,G,-4.52,major,0.04,0.28,0.0,0.34,0.82,115.91,audio_features,2HQqhVP8NOaoIhPTQ8I5bm,4.22,4/4
3489,0.58,0.92,B,-4.95,minor,0.04,0.25,0.0,0.18,0.91,107.92,audio_features,50rDeYVCNPm0thzcR3RGeX,3.99,4/4
3490,0.65,0.87,F#/Gb,-5.22,minor,0.17,0.59,0.0,0.04,0.95,122.85,audio_features,2sRPo7p9kA65q4qN6dcJrX,4.37,4/4
3491,0.52,0.87,A,-3.13,minor,0.25,0.39,0.0,0.04,0.7,152.72,audio_features,59UXJc9QmudeBA8bgUvLkz,3.94,4/4
3492,0.65,0.87,F#/Gb,-5.22,minor,0.17,0.59,0.0,0.04,0.95,122.85,audio_features,2sRPo7p9kA65q4qN6dcJrX,4.37,4/4
3493,0.62,0.94,A,-3.93,major,0.05,0.5,0.0,0.23,0.96,146.61,audio_features,086gdCC0GdPQQPUvAuGxB2,4.07,4/4
3494,0.72,0.59,A,-6.23,major,0.04,0.43,0.0,0.09,0.89,113.08,audio_features,5E9bPZsBSc3TcFdzdPL0aa,3.33,4/4
3495,0.82,0.7,F,-6.07,minor,0.05,0.59,0.0,0.1,0.93,112.51,audio_features,0p4kiRKSij4Hj3zO0oDwxI,3.23,4/4
3496,0.88,0.56,C,-7.3,minor,0.03,0.77,0.0,0.07,0.93,132.94,audio_features,6IfMD01z39P15HKezjdaMP,3.19,4/4
3497,0.54,0.52,C,-6.57,major,0.03,0.04,0.0,0.15,0.18,106.92,audio_features,2x0ED9vjWW7ob7Fl2tw7rv,4.13,3/4
3498,0.73,0.96,D,-6.04,major,0.12,0.46,0.0,0.09,0.66,127.8,audio_features,2A3tMSilm21mtCTvdrfzjC,3.45,4/4
3499,0.51,0.77,E,-6.06,major,0.03,0.56,0.0,0.1,0.84,141.35,audio_features,1Ufko1bwIbsNhGvNDDKFTG,4.1,4/4
3500,0.57,0.85,F,-5.04,major,0.05,0.54,0.0,0.21,0.97,106.91,audio_features,6xM1MnEPb3gNXTekdnJGHU,4.66,4/4
3501,0.62,0.52,D,-7.38,major,0.03,0.77,0.0,0.16,0.76,121.95,audio_features,0H6hDn1jaralA0JtSsW5DU,4.44,4/4
3502,0.64,0.95,D,-6.42,major,0.07,0.3,0.0,0.4,0.72,141.87,audio_features,5q9VC2VFj8Pak4E2jQnp7I,4.92,4/4
3503,0.74,0.91,C#/Db,-5.53,major,0.07,0.84,0.0,0.31,0.94,129.93,audio_features,6M8horg7h52MPTxY0I3dQJ,4.09,4/4
3504,0.62,0.68,C,-5.94,major,0.03,0.3,0.0,0.17,0.75,125.12,audio_features,0UoAcG1vxtFjes7rZz8Js0,4.18,4/4
3505,0.63,0.65,G,-5.97,major,0.03,0.44,0.0,0.24,0.58,116.48,audio_features,3H9GcHKKJyZ9TEOLKlJ1U5,4.28,4/4
3506,0.56,0.54,G#/Ab,-9.63,major,0.04,0.62,0.0,0.22,0.57,112.3,audio_features,6nV3jMrdZLgQMIh09QejzG,4.12,4/4
3507,0.6,0.88,C,-6.08,major,0.05,0.38,0.0,0.44,0.86,134.62,audio_features,2iNJSllCwLVZSlxZ6kAkwd,4.99,4/4
3508,0.62,0.42,A,-5.6,major,0.07,0.81,0.0,0.18,0.66,156.08,audio_features,69QFx2rHHA802wHao6WIXI,2.36,4/4
3509,0.6,0.5,C,-6.94,major,0.03,0.7,0.0,0.25,0.42,89.95,audio_features,1182pxG4uNxr3QqIH8b8k0,3.21,4/4
3510,0.81,0.51,C#/Db,-9.18,major,0.03,0.65,0.0,0.1,0.73,121.97,audio_features,3fk5fBFB27GbWGATdBpOgr,3.02,4/4
3511,0.7,0.88,G#/Ab,-6.28,major,0.05,0.55,0.0,0.05,0.96,93.06,audio_features,2naqSVQHgiaoEpxtkVOhmK,3.81,4/4
3512,0.77,0.53,C#/Db,-6.76,major,0.04,0.79,0.0,0.2,0.52,119.95,audio_features,609SDGj0txmlAXRrpwee9Y,3.7,4/4
3513,0.43,0.33,C#/Db,-10.84,minor,0.06,0.87,0.0,0.1,0.26,68.61,audio_features,4w9o81y0dXFKgraEwfEgTz,3.24,4/4
3514,0.32,0.34,C,-15.6,major,0.04,0.1,0.0,0.1,0.14,119.51,audio_features,0PsbWiVtix5FoTZ1s00mEl,6.12,4/4
3515,0.37,0.45,D,-13.65,major,0.03,0.12,0.0,0.12,0.52,102.86,audio_features,7apWQJSE3gJB55Dp8bXTW9,5.53,4/4
3516,0.23,0.94,G#/Ab,-12.8,major,0.11,0.16,0.5,0.87,0.04,119.29,audio_features,0czhnkeYm4fzpcaeIVjMJu,72.0,3/4
3517,0.25,0.41,D,-14.8,major,0.03,0.14,0.28,0.17,0.15,78.22,audio_features,35lVZqNutyCXpgH0U2YMBU,4.22,4/4
3518,0.85,0.42,F#/Gb,-9.31,major,0.05,0.38,0.0,0.08,0.59,94.93,audio_features,1koZU88VDdqvI7ke0rxME6,1.89,4/4
3519,0.58,0.76,D,-5.82,major,0.12,0.16,0.0,0.25,0.66,176.74,audio_features,5imShWWzwqfAJ9gXFpGAQh,3.35,4/4
3520,0.84,0.38,A,-11.38,minor,0.04,0.64,0.0,0.1,0.6,84.03,audio_features,7peh6LUcdNPcMdrSH4JPsM,4.87,4/4
3521,0.66,0.74,F,-8.02,major,0.03,0.03,0.04,0.08,0.84,101.35,audio_features,35LDid9nvuYrUyZk5qGD0i,4.04,4/4
3522,0.75,0.33,G,-9.88,major,0.03,0.73,0.0,0.24,0.24,123.8,audio_features,3SktMqZmo3M9zbB7oKMIF7,4.1,3/4
3523,0.5,0.24,C#/Db,-11.03,major,0.03,0.96,0.01,0.09,0.36,175.96,audio_features,78DwRIo6Vj6wqteyerGetr,3.3,4/4
3524,0.88,0.48,E,-10.39,major,0.03,0.48,0.01,0.07,0.8,97.81,audio_features,1IdTIzkTK6CcpKKgMUGbg7,4.18,4/4
3525,0.62,0.44,G,-11.76,major,0.03,0.46,0.01,0.1,0.41,89.51,audio_features,3E6iea9uEmB7gRru4lyP6h,4.75,4/4
3526,0.67,0.36,C#/Db,-8.69,minor,0.03,0.58,0.01,0.08,0.29,134.02,audio_features,2jdAk8ATWIL3dwT47XpRfu,4.03,5/4
3527,0.44,0.59,C#/Db,-6.41,major,0.04,0.1,0.0,0.07,0.4,125.9,audio_features,50DMG6AvtNzbrxMc62w6ph,4.3,4/4
3528,0.61,0.35,C,-9.32,major,0.03,0.55,0.01,0.2,0.16,136.01,audio_features,7keXdrB4mz57u4b8YkCwag,4.1,4/4
3529,0.43,0.59,D,-6.72,major,0.03,0.05,0.0,0.07,0.39,145.1,audio_features,7MRn6wgG0ReDRNYV5wJeGX,6.13,4/4
3530,0.79,0.28,C,-11.68,major,0.04,0.63,0.01,0.1,0.41,77.6,audio_features,4WMMaqVZIlUnDvICcXWgeZ,3.6,4/4
3531,0.69,0.39,D,-10.1,minor,0.06,0.71,0.0,0.09,0.38,117.49,audio_features,5NijSs5dAwaIybq1GaRTIe,3.55,3/4
3532,0.52,0.24,D#/Eb,-8.06,major,0.03,0.75,0.0,0.1,0.4,108.28,audio_features,0h7zQbN5rJ8lrh24EBjYmj,3.57,4/4
3533,0.57,0.32,A,-11.0,minor,0.04,0.82,0.0,0.06,0.43,100.42,audio_features,1c4oqyJGptLz2Yt7LLheX8,2.93,4/4
3534,0.43,0.18,A#/Bb,-10.69,major,0.06,0.86,0.0,0.1,0.48,170.64,audio_features,1qzHqfvKrZWo6dVHM1dXrj,2.58,3/4
3535,0.7,0.29,C,-7.63,major,0.06,0.93,0.0,0.09,0.53,135.03,audio_features,7aohwSiTDju51QmC54AUba,2.47,4/4
3536,0.6,0.49,B,-6.64,major,0.08,0.42,0.0,0.11,0.7,88.8,audio_features,6vDH7DeS588qqrbxDuj6MU,2.87,4/4
3537,0.55,0.55,A,-7.36,major,0.11,0.67,0.0,0.42,0.55,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,3.08,3/4
3538,0.61,0.42,C,-7.65,major,0.03,0.2,0.0,0.18,0.39,78.46,audio_features,7t5CwCl8mzm5geA7bHZhRS,2.24,4/4
3539,0.68,0.68,B,-8.12,major,0.03,0.16,0.0,0.24,0.92,107.06,audio_features,5BckPAYcKEJuYs1eV1BHHe,4.07,4/4
3540,0.68,0.68,B,-8.12,major,0.03,0.16,0.0,0.24,0.92,107.06,audio_features,5BckPAYcKEJuYs1eV1BHHe,4.07,4/4
3541,0.68,0.68,B,-8.12,major,0.03,0.16,0.0,0.24,0.92,107.06,audio_features,5BckPAYcKEJuYs1eV1BHHe,4.07,4/4
3542,0.64,0.45,A,-9.62,major,0.03,0.61,0.06,0.11,0.34,100.1,audio_features,6z2qa2dnJDXgVTngG4gFu7,2.55,4/4
3543,0.56,0.18,G#/Ab,-12.17,major,0.04,0.91,0.0,0.15,0.42,145.77,audio_features,2IjAfjpkHB1KcQHn5zqzdv,3.04,4/4
3544,0.63,0.56,G,-7.74,major,0.02,0.04,0.0,0.12,0.46,89.57,audio_features,0mJBua217egXWYTByV696a,3.6,4/4
3545,0.57,0.1,A,-10.05,major,0.04,0.87,0.0,0.11,0.23,112.11,audio_features,0oUiLHEXHX0bbESKHVZ7xo,3.88,3/4
3546,0.56,0.31,G,-9.96,major,0.02,0.32,0.0,0.12,0.11,88.28,audio_features,4JinSvUyPcwW4ZvIALUzkl,4.1,4/4
3547,0.56,0.31,G,-9.96,major,0.02,0.32,0.0,0.12,0.11,88.28,audio_features,4JinSvUyPcwW4ZvIALUzkl,4.1,4/4
3548,0.56,0.22,G,-12.17,major,0.03,0.71,0.0,0.11,0.2,116.02,audio_features,6e5RUBdQ4M2L1D5ULaUFqX,3.25,3/4
3549,0.56,0.22,G,-12.17,major,0.03,0.71,0.0,0.11,0.2,116.02,audio_features,6e5RUBdQ4M2L1D5ULaUFqX,3.25,3/4
3550,0.56,0.22,G,-12.17,major,0.03,0.71,0.0,0.11,0.2,116.02,audio_features,6e5RUBdQ4M2L1D5ULaUFqX,3.25,3/4
3551,0.63,0.15,B,-13.08,major,0.04,0.91,0.0,0.11,0.25,142.13,audio_features,6HkkRTJxBDexX3dXrzjGu0,3.26,4/4
3552,0.63,0.15,B,-13.08,major,0.04,0.91,0.0,0.11,0.25,142.13,audio_features,6HkkRTJxBDexX3dXrzjGu0,3.26,4/4
3553,0.56,0.22,G,-12.17,major,0.03,0.71,0.0,0.11,0.2,116.02,audio_features,6e5RUBdQ4M2L1D5ULaUFqX,3.25,3/4
3554,0.63,0.15,B,-13.08,major,0.04,0.91,0.0,0.11,0.25,142.13,audio_features,6HkkRTJxBDexX3dXrzjGu0,3.26,4/4
3555,0.41,0.25,G,-10.63,major,0.06,0.71,0.0,0.34,0.09,80.24,audio_features,6Vp1Ju2rIkioHnrY7IE0yY,8.63,4/4
3556,0.62,0.49,F#/Gb,-8.42,major,0.03,0.18,0.0,0.12,0.38,82.6,audio_features,3vhaMxyoEBA0WhBXWIP3b6,3.46,4/4
3557,0.54,0.5,B,-8.25,major,0.03,0.03,0.0,0.11,0.18,93.62,audio_features,0EKBV6GybPtALXUgWqWrym,3.97,4/4
3558,0.55,0.35,D,-9.93,major,0.05,0.48,0.0,0.1,0.35,79.17,audio_features,3XsYJu7hRhj7Awg3rB0AnL,2.97,4/4
3559,0.49,0.76,D,-6.85,major,0.03,0.01,0.0,0.11,0.27,181.34,audio_features,7nwIin53ieWRXOcXbdya3L,4.47,4/4
3560,0.24,0.58,G,-5.48,major,0.04,0.33,0.0,0.21,0.23,75.37,audio_features,18k8IlS52uxRWObykDUZFG,4.66,4/4
3561,0.44,0.86,F,-4.0,major,0.05,0.2,0.0,0.16,0.48,77.37,audio_features,3jkQiPGU9T3A0KLfFoiPH8,4.48,4/4
3562,0.56,0.14,F,-13.84,minor,0.04,0.92,0.12,0.1,0.33,121.35,audio_features,3waqKUvxlNkmw3MCIDDMVl,6.66,4/4
3563,0.45,0.11,D,-19.96,minor,0.05,0.98,0.88,0.09,0.14,126.29,audio_features,60p18YXhrzLNrAaUXL8Bu6,5.43,4/4
3564,0.55,0.01,C,-21.43,major,0.06,0.99,0.06,0.11,0.52,82.13,audio_features,1CgkKs5fgX1BiYyYZ6ZzZE,2.92,4/4
3565,0.43,0.13,F,-23.03,major,0.04,0.94,0.84,0.68,0.11,116.64,audio_features,5g3O8EUyEr0nquFAUf3bPc,11.15,4/4
3566,0.49,0.05,F,-27.33,major,0.05,0.97,0.91,0.09,0.19,49.69,audio_features,4ol2UyMTiklHVujAWg02nE,5.1,4/4
3567,0.46,0.02,F,-20.88,major,0.05,0.96,0.89,0.11,0.07,190.24,audio_features,47g4fOuXxI3ri3YSCMt532,3.91,3/4
3568,0.62,0.15,D,-16.23,major,0.05,0.86,0.73,0.14,0.22,70.34,audio_features,422IAu1bVxDVde4YSo8Kaw,3.97,4/4
3569,0.62,0.15,D,-16.23,major,0.05,0.86,0.73,0.14,0.22,70.34,audio_features,422IAu1bVxDVde4YSo8Kaw,3.97,4/4
3570,0.49,0.09,G,-14.74,major,0.04,0.98,0.63,0.09,0.18,106.58,audio_features,2OqRnfC8QqRdcUfVGtidcr,5.18,4/4
3571,0.53,0.08,C,-16.58,minor,0.04,0.98,0.89,0.13,0.04,111.49,audio_features,3DsIu9DB0AZufrQHR4yJKL,4.79,4/4
3572,0.38,0.03,C#/Db,-23.73,major,0.03,0.97,0.23,0.17,0.26,69.43,audio_features,358K63AaaKKNFryT2zJ2Ib,4.16,4/4
3573,0.51,0.27,G,-14.24,major,0.03,0.76,0.66,0.1,0.22,129.28,audio_features,3mvX08xusrpw3lozCAvVNA,6.46,4/4
3574,0.39,0.05,A#/Bb,-30.18,minor,0.05,0.94,0.69,0.7,0.1,59.56,audio_features,6Izsb5iitILqdW45DTzmbu,7.05,4/4
3575,0.46,0.05,F,-21.77,major,0.05,0.98,0.82,0.1,0.21,177.15,audio_features,44Iy3NmrG5kLWfCeieKIiD,7.39,3/4
3576,0.44,0.03,D#/Eb,-21.21,major,0.05,0.98,0.82,0.18,0.22,57.83,audio_features,2YOak7hL5XozgxIyBge01e,4.69,4/4
3577,0.59,0.09,G#/Ab,-16.33,major,0.04,0.97,0.85,0.22,0.25,96.45,audio_features,0VfMAOS8d2Tbaxuozgy8qJ,6.77,4/4
3578,0.47,0.09,C#/Db,-17.34,major,0.05,0.94,0.82,0.06,0.1,95.91,audio_features,5NIbOfvrdS62g1Mlvo2GYw,6.91,3/4
3579,0.48,0.08,G,-16.63,major,0.04,0.98,0.4,0.17,0.24,96.03,audio_features,3Fd6oqnuEVzOjzfh13k0CA,6.79,4/4
3580,0.43,0.07,C,-28.29,major,0.04,0.96,0.9,0.1,0.23,99.01,audio_features,31sgA9RhIPIKf0QAhjnHbi,2.92,4/4
3581,0.56,0.1,F,-16.44,major,0.04,0.96,0.06,0.12,0.39,132.65,audio_features,6PKCEB5JzjCizpz9hUQcpX,5.78,4/4
3582,0.4,0.2,A#/Bb,-15.01,minor,0.03,0.98,0.83,0.16,0.12,91.44,audio_features,6Yq7c4xi4og0panpqWtonR,5.97,4/4
3583,0.66,0.11,A#/Bb,-16.76,minor,0.06,0.98,0.88,0.18,0.74,95.06,audio_features,2xm9ihELo6xwrRKrBbPql9,3.04,4/4
