,endTime,artistName,trackName,msPlayed,trackId
1721,2023-07-31 21:40,Juan Luis Guerra 4.40,Oficio de Enamorado,293733,1jTAGLF72mPH0qFrlQ8CID
1722,2023-07-31 21:45,Juan Luis Guerra 4.40,Carta de Amor,279893,6xM1MnEPb3gNXTekdnJGHU
1723,2023-07-31 21:49,Juan Luis Guerra 4.40,El Niágara en Bicicleta,265360,7pV8mSDgSPbSMFw9ZP1XXR
1724,2023-07-31 21:53,Juan Luis Guerra 4.40,Para Ti,223200,69QFx2rHHA802wHao6WIXI
1725,2023-07-31 21:57,Juan Luis Guerra 4.40,Estrellitas y Duendes,266320,0H6hDn1jaralA0JtSsW5DU
1726,2023-07-31 22:01,Juan Luis Guerra 4.40,Muchachita Linda,203853,77KKwTZ8IH6Iz2gxyQCUlQ
1727,2023-07-31 22:04,Juan Luis Guerra 4.40,La Hormiguita,184707,5FNE4lOC3iU9ItMxlt5NdG
1728,2023-07-31 22:07,Juan Luis Guerra 4.40,Bachata En Fukuoka,191107,6IfMD01z39P15HKezjdaMP
1729,2023-07-31 22:11,Juan Luis Guerra 4.40,Que Me Des Tu Cariño,208333,4YRluWE35IfHucz5HJjCOe
1730,2023-07-31 22:14,Juan Luis Guerra 4.40,Mi Bendición,188373,5fF0fb0VFihGDHFshDLi2Z
1731,2023-07-31 22:18,Juan Luis Guerra 4.40,Frío Frío,245400,1UzxNNiJhUPngbfANRlQqM
1732,2023-07-31 22:22,Juan Luis Guerra 4.40,Burbujas de Amor,250920,0UoAcG1vxtFjes7rZz8Js0
1733,2023-07-31 22:26,Juan Luis Guerra 4.40,Tú,233720,2QyJTZeqxmVfbesnoN3r7k
1734,2023-07-31 22:30,Juan Luis Guerra 4.40,Como Abeja al Panal,245733,1Ufko1bwIbsNhGvNDDKFTG
1735,2023-07-31 22:34,Juan Luis Guerra 4.40,La Gallera,235373,59UXJc9QmudeBA8bgUvLkz
1736,2023-07-31 22:37,Juan Luis Guerra 4.40,Visa Para un Sueño,208013,6mmcsCrrASekHEUfjuNFOO
1737,2023-07-31 22:42,Juan Luis Guerra 4.40,El Costo de la Vida,250107,6GLTEoqfb7gLu9pPmD5gLu
1738,2023-07-31 22:46,Juan Luis Guerra 4.40,Ojalá Que Llueva Café,253333,2HQqhVP8NOaoIhPTQ8I5bm
1739,2023-07-31 22:49,Juan Luis Guerra 4.40,El Farolito,223467,4uMsbMZGuY3fF6LVlamnfp
1740,2023-07-31 22:53,Juan Luis Guerra 4.40,Las Avispas,195653,0K1XXuhaJBPWMcgjj3ug3u
1741,2023-07-31 22:58,Juan Luis Guerra 4.40,A Pedir Su Mano,295280,5q9VC2VFj8Pak4E2jQnp7I
1742,2023-07-31 23:02,Juan Luis Guerra 4.40,Bachata Rosa,257080,3H9GcHKKJyZ9TEOLKlJ1U5
1743,2023-07-31 23:06,Juan Luis Guerra 4.40,La Bilirrubina,245120,6M8horg7h52MPTxY0I3dQJ
1744,2023-07-31 23:10,Juan Luis Guerra 4.40,Woman del Callao,262107,2sRPo7p9kA65q4qN6dcJrX
1745,2023-07-31 23:14,Juan Luis Guerra 4.40,I Love You More,196200,5hdY80BbEclOpXJN1JAp16
1746,2023-07-31 23:15,Juan Luis Guerra 4.40,Lámpara Pa' Mis Pies,83912,0UnJphaDGpljP59lXRMaiE
1747,2023-07-31 23:18,Juan Luis Guerra 4.40,Todo Tiene Su Hora,197187,5HsI6uI1h1xNznhOsKLjHr
1748,2023-07-31 23:23,Celia Cruz,Rie y Llora,250373,63knvuoSPpfzIwdDuWRSoV
1749,2023-07-31 23:26,Vicente Garcia,Dulcito e Coco,189067,7Li9u5C7CNLvqOqhrhZEML
1750,2023-07-31 23:30,Dimension Latina,Llorarás,228554,2naqSVQHgiaoEpxtkVOhmK
1751,2023-07-31 23:34,Marc Anthony,Vivir Mi Vida,252347,3QHMxEOAGD51PDlbFPHLyJ
1752,2023-07-31 23:38,Juan Luis Guerra 4.40,Ojalá Que Llueva Café,253333,2HQqhVP8NOaoIhPTQ8I5bm
1753,2023-07-31 23:43,Gloria Estefan,Mi Tierra,278333,41LiGcvaTkXHyPjfsxKvWv
1754,2023-08-01 15:54,Celia Cruz,La Negra Tiene Tumbao,92410,2uzCfFYh6tSNFdz14ZIf3N
1755,2023-08-02 15:50,ABBA,The Winner Takes It All,48181,3oEkrIfXfSh9zGnE7eBzSV
1756,2023-08-02 15:54,Carla Bruni,The Winner Takes It All,211720,2GViQ70Qunna09ZLUFcwdB
1757,2023-08-02 15:59,Adele,Make You Feel My Love,6098,5FgPwJ7Nh2FVmIXviKl2VF
1758,2023-08-02 15:59,Adele,Someone Like You,285240,1zwMYTA5nlNjZxYrvBB2pV
1759,2023-08-02 16:03,Adele,Skyfall,256394,6VObnIkLVruX4UVyxWhlqm
1760,2023-08-02 16:09,Sara Bareilles,She Used To Be Mine,350110,2D4BSm5Z8Hq5zYbSgJwEOh
1761,2023-08-02 21:49,Sam Smith,Stay With Me,5826,5Nm9ERjJZ5oyfXZTECKmRt
1762,2023-08-02 21:49,Sara Bareilles,She Used To Be Mine,5167,2D4BSm5Z8Hq5zYbSgJwEOh
1763,2023-08-02 21:59,Sara Bareilles,She Used To Be Mine,304395,2D4BSm5Z8Hq5zYbSgJwEOh
1764,2023-08-02 22:03,Sam Smith,Stay With Me,236375,5Nm9ERjJZ5oyfXZTECKmRt
1765,2023-08-02 22:08,Labrinth,Jealous,303946,4G92yYrUs0cvY7G41YRI0z
1766,2023-08-02 22:11,Demi Lovato,Stone Cold,206713,3by8IfnW9dZ2t4pZw1WVxz
1767,2023-08-02 22:26,Sara Bareilles,Saint Honesty,184646,28YMQj2P0m3dvJqgjxLkEq
1768,2023-08-04 17:15,C4 Trío,Yo Sin Ti No Valgo Nada,832,3X0UWJ0rvEMmqzAeQ9KzXG
1769,2023-08-04 17:16,Free Cover Venezuela,Homenaje a Billo - En Vivo,82368,0QRJSCMKuRyqVR886waeko
1770,2023-08-04 17:23,Simon,Juan Luis Guerra : Ayer / Razones / Carta de Amor - Canciones Que Nos Gustan,440777,05vk3lreBmPnXzzXyWY0jQ
1771,2023-08-04 17:24,Bruno Romano,Chica de Verde,985,7reVHXZzcuWJ4hKJIqVnva
1772,2023-08-04 17:24,Bruno Romano,Chica de Verde,38338,7reVHXZzcuWJ4hKJIqVnva
1773,2023-08-04 17:29,C4 Trío,No Nation Song,306889,5w9AUP8bTRgiBpGl7mSEbm
1774,2023-08-04 17:34,C4 Trío,Luissana,283633,7yIT0cQbOQs3zzcdQtoedi
1775,2023-08-04 17:39,C4 Trío,JGCUT,293713,0TLRzrszDGplnlrTrlsiGy
1776,2023-08-04 17:43,C4 Trío,Incertidumbre,252884,0jpan6mxJSjdtYH1YhE17j
1777,2023-08-04 17:48,C4 Trío,Coroticos,269627,4kyQ4Lnx1Rg9eBWOz2yrtR
1778,2023-08-04 17:51,C4 Trío,Back To 4,233811,34e9Qj7HUCLlOmZxdIopxl
1779,2023-08-04 17:55,C4 Trío,Vals Risueño,215884,11aPdZgc9u6WgtfLdgEUlL
1780,2023-08-04 17:59,C4 Trío,Calipsoul,217686,5nqr4TRqERxWOCpk4l1vEV
1781,2023-08-04 18:02,C4 Trío,Peluches,189975,5I6WKuWe2JEOgco6NtgwhZ
1782,2023-08-04 18:05,Giovanni Hidalgo,La Celula,187400,1zCblbearuX2vuqq1htHOs
1783,2023-08-04 18:06,Rugbyrax,Alaction,62000,1EVNecrWWFNIJy8CuBXCAv
1784,2023-08-04 18:09,Carlos Vallarino,Je t'aime,165882,3v8Pu2LCfM4O1TWtLVcUCW
1785,2023-08-04 18:12,Adrenalina Caribe,Sin Ti No Valgo Nada,210887,5qh5u3W9Wb6f0mOEXRwEqu
1786,2023-08-04 18:18,Ensamble Gurrufío,Criollíssima,356480,0cfbXec40vhNeGGs2WgxKI
1787,2023-08-04 20:27,El Cuarteto,El Diablo Suelto / El Alacran,28976,4hKLQoL9OUh2yCyrMafszg
1788,2023-08-04 20:28,boygenius,Not Strong Enough,27200,09DR0sHnQUhHOiSNttc1mv
1789,2023-08-12 01:16,George Harrison,Got My Mind Set On You,234652,4wswaG5vmNINMZcVBsAyBP
1790,2023-08-12 01:19,George Michael,Faith - Remastered,193199,0HEmnAUT8PHznIAAmVXqFJ
1791,2023-08-12 01:23,Billy Joel,Uptown Girl,197706,5zA8vzDGqPl2AzZkEYQGKh
1792,2023-08-12 01:27,Simple Minds,Don't You (Forget About Me),263039,2VVROOX0ibcw7PThGkAhiz
1793,2023-08-12 01:30,Daryl Hall & John Oates,You Make My Dreams (Come True),190626,4o6BgsqLIBViaGVbx5rbRk
1794,2023-08-12 01:35,Laura Branigan,Gloria,295066,1mskmld5ZKEhRaNvYVPoqZ
1795,2023-08-12 01:39,Katrina & The Waves,Walking On Sunshine,238732,05wIrZSwuaVWhcv5FfqeH0
1796,2023-08-12 01:44,Steve Miller Band,Abracadabra - Remastered 2017,311852,58bTw40is1J6A67eejMdLn
1797,2023-08-12 01:49,Culture Club,Karma Chameleon - Remastered 2002,252772,2wSAWEYUHkt92X4SBAPqZE
1798,2023-08-12 01:56,David Bowie,Let's Dance - 2018 Remaster,457675,0
1799,2023-08-12 02:00,The Bangles,Walk Like an Egyptian,204706,5L6HNuXN71bfeuKXYtRasF
1800,2023-08-12 02:03,The Proclaimers,I'm Gonna Be (500 Miles),219466,67iAlVNDDdddxqSD2EZhFs
1801,2023-08-12 02:08,Daryl Hall & John Oates,Maneater,273172,7j74lucZ59vqN67Ipe2ZcY
1802,2023-08-12 02:12,ABBA,Super Trouper,252852,0J2p4KYdr6Mg4ET6JPlbe1
1803,2023-08-12 02:17,Blondie,Heart Of Glass - Special Mix,275732,0a4agFmqHXxcZl1nho1BxM
1804,2023-08-12 02:22,Bill Medley,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",289066,0
1805,2023-08-12 02:25,Wham!,Wake Me Up Before You Go-Go,231332,0ikz6tENMONtK6qGkOrU3c
1806,2023-08-12 02:29,Tiffany,I Think We're Alone Now,228839,4uvjOKsp7mSjrDhWdkLPBY
1807,2023-08-12 02:33,Kim Carnes,Bette Davis Eyes,227999,0odIT9B9BvOCnXfS0e4lB5
1808,2023-08-12 02:37,Fine Young Cannibals,She Drives Me Crazy,215772,4d6eqRtpDX7tydHJGDZUBQ
1809,2023-08-12 02:41,The Buggles,Video Killed The Radio Star,253799,6t1FIJlZWTQfIZhsGjaulM
1810,2023-08-12 02:45,Prince,Kiss,226239,62LJFaYihsdVrrkgUOJC05
1811,2023-08-12 02:48,Los Lobos,La Bamba,174186,0uMMLry3hzWGn3q3loqMkm
1812,2023-08-12 02:53,Irene Cara,Fame,316066,5CI1FP2Volc9wjz2MBZsGx
1813,2023-08-12 02:56,Blondie,Call Me,212226,7HKxTNVlkHsfMLhigmhC0I
1814,2023-08-12 03:09,Lionel Richie,All Night Long (All Night) - Single Version,260655,4giIdAr7Plyu5LQzBOR4FP
1815,2023-08-12 03:13,The Pointer Sisters,Jump (For My Love),267226,3L9ClO1W5KmebIXTrlKShF
1816,2023-08-12 03:17,Olivia Newton-John,Physical - Remastered 2021,225992,4gitetlGHZ9LfuJhwUhEhF
1817,2023-08-12 03:22,Kool & The Gang,Celebration,298866,3K7Q9PHUWPTaknlbFPThn2
1818,2023-08-12 03:26,Robert Palmer,Simply Irresistible,255092,0bSr5pybJSlgG5OZH441gF
1819,2023-08-12 03:30,a-ha,Take on Me,225279,2WfaOiMkCvy7F5fcp2zZ8L
1820,2023-08-12 03:34,Miami Sound Machine,Conga!,252932,3FdHgoJbH3DXNtGLh56pFu
1821,2023-08-12 03:45,Bonnie Tyler,"Holding Out for a Hero - From ""Footloose"" Soundtrack",208932,5Hyr47BBGpvOfcykSCcaw9
1822,2023-08-12 03:46,Jake Shimabukuro,Can You Believe?,11351,4ez2HvrxMt9E8iy8xRe1c5
1823,2023-08-12 03:46,Jake Shimabukuro,Sailin',45478,5HjXPn273UhYAC5ELFrUZJ
1824,2023-08-12 03:51,Jake Shimabukuro,I'll Be There,277812,0
1825,2023-08-12 03:54,Jake Shimabukuro,Hula Girl,207759,4K2H71a20zbFRNEH3nDZdR
1826,2023-08-12 03:57,Jake Shimabukuro,Shape of You,189452,7c1KSUwzJe8GgPWYQDWXxp
1827,2023-08-12 04:03,Jake Shimabukuro,Bohemian Rhapsody,332639,1FNW6pTw6US1YHi0miBlto
1828,2023-08-12 04:05,Jake Shimabukuro,Wai` Alae,148119,0wot61MFMO2SLEKpjjyfqX
1829,2023-08-12 04:08,Jake Shimabukuro,The Greatest Day,125039,1KwpXcp15y10LVmZOlyLG5
1830,2023-08-12 04:13,Jake Shimabukuro,Blue Roses Falling,307866,61KQfjASy3pjLFLvNCicIM
1831,2023-08-12 04:18,Jake Shimabukuro,Kawika,343546,7pGS9bfg5XzppXNVC5N4Ru
1832,2023-08-12 04:21,Jake Shimabukuro,Celtic Tune,142506,7oR07ngXeGVfsQihGsaHd6
1833,2023-08-12 04:28,Jake Shimabukuro,Medley - Trapped / Me & Shirley / Low Rider,418146,3VLqGomDGRmicfFaDD9ET2
1834,2023-08-12 04:32,Jake Shimabukuro,Hallelujah,250399,5K4mmfc7f1ZxFYkLimQK3C
1835,2023-08-12 04:35,Jake Shimabukuro,Motown,186452,7uTmu1Jo0J3BzqoAwGqodl
1836,2023-08-12 15:58,Jake Shimabukuro,Dragon,337408,7JVgkpSUkAOqyVgD5WZJCq
1837,2023-08-13 20:56,Franco De Vita,Lluvia,22912,3YLeJRLz7nO69o9BVdauGU
1838,2023-08-13 21:05,Franco De Vita,Lluvia - Tonada,231317,2LOAbUp2Cgx88wq9vvWJZO
1839,2023-08-14 07:35,Becky G,Todo Cambio,15985,7xmSBVIpcke2BKhnevn8Up
1840,2023-08-14 18:58,Franco De Vita,Lluvia - Tonada,2586,2LOAbUp2Cgx88wq9vvWJZO
1841,2023-08-14 18:59,La Oreja de Van Gogh,Rosas,7128,06p2Ij0lXD45LODQDCov0u
1842,2023-08-14 19:02,Bobby Darin,Splish Splash,131719,40fD7ct05FvQHLdQTgJelG
1843,2023-08-14 19:04,Frankie Valli & The Four Seasons,Sherry,152160,7sqK6f8dHVx3Q1GjFrVyGl
1844,2023-08-14 19:07,Frankie Valli & The Four Seasons,Big Girls Don't Cry,145973,00meczE1jpLTX0BBzIGrAR
1845,2023-08-14 19:09,Frankie Valli & The Four Seasons,Walk Like a Man,137533,4C76SOnBa9eQDwOwe11hPz
1846,2023-08-14 19:12,Chubby Checker,The Twist,155040,4YCnTYbq3oL1Lqpyxg33CU
1847,2023-08-14 19:15,Frankie Valli & The Four Seasons,Let's Hang On,198333,6OY8871DO2UG40auifzybc
1848,2023-08-14 19:18,Chuck Berry,Johnny B. Goode,161560,2QfiRTz5Yc8DdShCxG1tB2
1849,2023-08-14 19:20,Jerry Lee Lewis,Great Balls Of Fire,111535,64VP3skE86iTvdOlbzuIcO
1850,2023-08-14 19:22,The Brian Setzer Orchestra,Jump Jive An' Wail,172933,7FuRjlwyTY9uTAUgGpZtJU
1851,2023-08-14 20:28,The Champs,Tequila,135240,5gJKsGij5oGt5H5RSFYXPa
1852,2023-08-14 20:30,The Coasters,Yakety Yak - 2007 Remaster,116026,3Lbxie6whOW4eMt4jtI32k
1853,2023-08-14 20:32,Santo & Johnny,Sleepwalk,151092,1u1PzGnsWKjAwSZ9Rg1kjD
1854,2023-08-14 20:35,The Tokens,The Lion Sleeps Tonight (Wimoweh),161200,2F4FNcz68howQWD4zaGJSi
1855,2023-08-14 20:38,The Beatles,Twist And Shout - Remastered 2009,155226,5ZBeML7Lf3FMEVviTyvi8l
1856,2023-08-14 20:40,The Dixie Cups,Chapel Of Love,167773,7vVG9xbmNQrtdSPTi7KDUm
1857,2023-08-14 22:36,The Trashmen,Surfin' Bird,137133,7EjyzZcbLxW7PaaLua9Ksb
1858,2023-08-14 22:38,Ritchie Valens,La Bamba - Single Version,126960,2aEeghgUcnu75tzcolFMfs
1859,2023-08-14 22:41,Frankie Lymon,Why Do Fools Fall in Love,139666,2xKfXRhw5xaUXfevJJspZf
1860,2023-08-14 22:43,Bobby Vinton,Mr. Lonely,161373,5KG2ahk1cONbHvg3dBdTbx
1861,2023-08-14 22:46,The Angels,My Boyfriend's Back,136800,5NiFSI8iIDtVm1NCwdYrHS
1862,2023-08-14 22:49,Etta James,At Last,179693,4Hhv2vrOTy89HFRcjU3QOx
1863,2023-08-14 22:51,Chuck Berry,No Particular Place To Go,163000,3qt3ybU6MScMxMKL2TYBvt
1864,2023-08-14 22:54,Chuck Berry,Roll Over Beethoven,144600,6C7aTTCUWRK7dD379yUT3W
1865,2023-08-14 22:56,Paul Anka,Put Your Head On My Shoulder,154733,2DpJ9T2RVRanZcYFHKOAfA
1866,2023-08-14 22:59,Paul Anka,Diana,138360,0hjYuU2Z9jcKvOl39oUpeE
1867,2023-08-14 23:18,The Chordettes,Lollipop,93,0ZOuues7b9AgBOJ0YRZMLR
1868,2023-08-15 20:02,Simón Díaz,Tonada De Luna Llena,361496,7epe37kYbhgDxaBUQOaHgx
1869,2023-08-15 20:03,Simón Díaz,Luna de Margarita,10228,7fc6nJ0lpoGWf1ARB1R0O0
1870,2023-08-15 20:06,Simón Díaz,Tonada De Luna Llena,187266,7epe37kYbhgDxaBUQOaHgx
1871,2023-08-15 20:06,Simón Díaz,Luna de Margarita,7433,7fc6nJ0lpoGWf1ARB1R0O0
1872,2023-08-15 20:07,Natalia Lafourcade,Tonada de Luna Llena (feat. Los Macorinos),80255,6UB0oeQixDMtuQalt0QFS0
1873,2023-08-15 20:12,Simón Díaz,Flor De Mayo,316778,4dIkLa3NQoTkQ2oPtnt4pt
1874,2023-08-17 22:24,Nelson Riddle,My Three Sons - Remastered,7040,67OLtDm3jaMdhywCIxZNgP
1875,2023-08-17 22:25,Al Romero And His Orchestra,Aquellos Ojos Verdes,34688,2Dcbh5kFL45gTrFDJj8ddu
1876,2023-08-17 23:27,Xavier Cugat,Perfidia,78805,5SaOX5WmvmvyNIVGmyBJGp
1877,2023-08-19 22:32,Strunz & Farah,Jardin,12943,1tlV5fKrV7aojTanUs3ahZ
1878,2023-08-19 22:37,Strunz & Farah,Twilight At The Zuq,289332,6NQusjyMXiugb7apQFewMO
1879,2023-08-19 22:42,Strunz & Farah,Levantina - Previously unreleased,293359,7leuexeO2iHPG7b773F9vX
1880,2023-08-19 22:47,Strunz & Farah,Recuerdo,293604,2BFBRtfOUolqfecjttoLIm
1881,2023-08-19 22:51,Strunz & Farah,Jardin,273066,1tlV5fKrV7aojTanUs3ahZ
1882,2023-08-19 22:56,Strunz & Farah,Rayo,292426,5FpJy5woYptiLlLY4M8b4t
1883,2023-08-19 23:01,Strunz & Farah,Bola,310626,5z6iKYv8uzFgK5NGAPPo6k
1884,2023-08-19 23:05,Strunz & Farah,Vals Tico,191505,2VvuCJJbRIOPSKGrEcEjML
1885,2023-08-19 23:10,Strunz & Farah,Terremoto,300932,15gVbJONLKYQOqhDywJxNN
1886,2023-08-19 23:13,Strunz & Farah,Balada,221132,1iXbONCyazFcyTsKHc65rB
1887,2023-08-19 23:17,Strunz & Farah,Ida Y Vuelta,248572,4Lrtmm4pEer3lIrrkptzlX
1888,2023-08-19 23:21,Strunz & Farah,Bolero #3,222369,0
1889,2023-08-19 23:26,Strunz & Farah,Dark Fire,304106,1eYnkyzh2DQlYPNaS44mP7
1890,2023-08-19 23:31,Strunz & Farah,Alas Del Sur,281932,4Nk6MvTJKyXwNmvU7biIxZ
1891,2023-08-19 23:36,Strunz & Farah,Twilight At The Zuq,289332,6NQusjyMXiugb7apQFewMO
1892,2023-08-19 23:41,Strunz & Farah,Levantina - Previously unreleased,293359,7leuexeO2iHPG7b773F9vX
1893,2023-08-19 23:46,Strunz & Farah,Recuerdo,296199,2BFBRtfOUolqfecjttoLIm
1894,2023-08-19 23:51,Strunz & Farah,El Jaguar,294359,5qK86NVlwNfEEgbVVZvtpF
1895,2023-08-19 23:54,Strunz & Farah,Zumba,223372,2I9QlnzsbJsxmoiM0URIBH
1896,2023-08-19 23:56,Strunz & Farah,Cirrus,82015,0Eh8UpceVubBxrxbJeBwTA
1897,2023-08-20 00:00,Strunz & Farah,Damask,237506,3nMK0VYmh8GVrsDqBJ6Xid
1898,2023-08-20 00:04,Strunz & Farah,Caracol,268132,3s1sz2lzup8E15M0iiGFcX
1899,2023-08-20 00:06,Strunz & Farah,Valsito,132332,4BhKZrcPfRsrH4GsxuToey
1900,2023-08-20 00:11,Strunz & Farah,Nuevo Sol,277466,6RnWQjNl9ITdiJWJPruUhm
1901,2023-08-20 00:16,Strunz & Farah,Heat of the Sun,296066,4ElGBwQNRY4OiYZGQgs9Fp
1902,2023-08-20 00:21,Strunz & Farah,Candela,332666,3XwDr78w8JDcmmec5Tead2
1903,2023-08-20 00:25,Strunz & Farah,Anochecer (Nightfall),236332,7khFWkw7DIiKVXLaUv8wdS
1904,2023-08-20 00:30,Strunz & Farah,Southern Seas,255052,25cfKO8oehr4PG3alzLhlv
1905,2023-08-20 00:33,Strunz & Farah,El Regalito,214366,5QQDNx5SLlyBfHGUiUzNW5
1906,2023-08-20 00:38,Strunz & Farah,Zagros,314892,1307P8DDXikxuHsmwmpRZV
1907,2023-08-20 00:43,Strunz & Farah,Tierra Verde,275866,133sItm9HfcPFaSq0q3BW4
1908,2023-08-20 19:50,Strunz & Farah,Azure,102933,0n56mpNk9pcJ2WwEVD0fFv
1909,2023-08-20 19:51,ASMR Baby Sleep Sounds,Vacuum Cleaner Sound (Soft),4667,5RsBwPzaG3gZJIQ3TuH1T8
1910,2023-08-20 19:51,ASMR Baby Sleep Sounds,Vacuum Cleaner Sound (Soft),21234,5RsBwPzaG3gZJIQ3TuH1T8
1911,2023-08-20 19:51,Jolmo,Vacuum Cleaner (Extended),2438,72mm4kiD5XE4AcDX5yUE8P
1912,2023-08-20 19:54,Banyan Son,Vacuum Cleaner Sound (Soft),182384,3pkiPPpdqZdML1igk3PrfT
1913,2023-08-20 19:57,Jolmo,Vacuum Cleaner (Extended),194787,72mm4kiD5XE4AcDX5yUE8P
1914,2023-08-20 20:01,ASMR Baby Sleep Sounds,Vacuum Cleaner Sound (Soft),197702,5RsBwPzaG3gZJIQ3TuH1T8
1915,2023-08-20 20:04,Banyan Son,Vacuum Cleaner Sound (Soft),182384,3pkiPPpdqZdML1igk3PrfT
1916,2023-08-20 20:07,ASMR Baby Sleep Sounds,Vacuum Cleaner Sound (Soft),11447,5RsBwPzaG3gZJIQ3TuH1T8
1917,2023-08-20 20:07,Jolmo,Vacuum Cleaner (Extended),194787,72mm4kiD5XE4AcDX5yUE8P
1918,2023-08-20 20:07,Relaxing Sleep Sound,Dishwasher Loop Sleep Sound,6279,3zvL76uBcRH7xr6wGt0gns
1919,2023-08-20 20:07,Soothing White Noise for Relaxation,Calming Dishwasher (Especially Designed For Babies),18214,0czhnkeYm4fzpcaeIVjMJu
1920,2023-08-20 20:46,Soothing White Noise for Relaxation,Calming Dishwasher (Especially Designed For Babies),2322597,0czhnkeYm4fzpcaeIVjMJu
1921,2023-08-20 20:47,José González,El Invento,16814,23CYKO5L1wUGng3TL37fq0
1922,2023-08-20 20:47,Cat Power,Sea of Love,15935,33kKcOJoyNduHwXhEnga8X
1923,2023-08-20 20:47,Omara Portuondo,¿Dónde estabas tú?,25811,3EUxtYagZRbXB7is7UjSg7
1924,2023-08-20 20:50,Cat Power,Sea of Love,139466,33kKcOJoyNduHwXhEnga8X
1925,2023-08-20 20:52,José González,El Invento,153412,23CYKO5L1wUGng3TL37fq0
1926,2023-08-20 20:55,Pomplamoose,Eleanor Rigby,161999,6ygX4sQWC4b4Ttv46b7Mx6
1927,2023-08-20 21:01,Black Pumas,Fast Car,341052,68o7eSZOP2kT4Of3mgiWKw
1928,2023-08-20 21:05,Lissie,Dreams - Piano Version,274992,7lcUx8bgiwGEn0BHNo3O31
1929,2023-08-20 21:08,Lily Allen,"Mad World - Recorded at Metropolis Studios, London",173679,1B8C0h5Y8MRvzK7j17BODg
1930,2023-08-20 21:11,Gavin James,City Of Stars,154858,4izE25w6PfpI4eRmzUmeEH
1931,2023-08-20 21:14,The National,Light Years,213372,2GNj9KRwpxBWgEiPQc3jEj
1932,2023-08-20 21:18,Kings of Convenience,Know How,238172,6yIyrlTO06MAWqzSAEfjMh
1933,2023-08-20 21:22,boygenius,Souvenir,212466,21JL0gpeAYgbSUmzhgSPJz
1934,2023-08-20 21:25,Taylor Swift,willow,214706,0lx2cLdOt3piJbcaXIV74f
1935,2023-08-20 21:28,Dom La Nena,La Marelle / Amarelinha,182679,75HWClTWIa1UQECeRnbjie
1936,2023-08-20 21:31,Odessa,Wake Up With the Sun,156213,60mU9COPbr4mcGDRVPPGok
1937,2023-08-20 21:33,Paul McCartney,Young Boy - Home Recording,142679,3ypH2Qjy1KpRUv8Yyw86Ie
1938,2023-08-20 21:38,Norah Jones,To Live,268599,6OTx5lgBBpUAshc23JQ89X
1939,2023-08-20 21:41,Linn Brikell,Get Lucky - Acoustic,188604,2aXBORgLuv2czaJVyeLOl7
1940,2023-08-21 04:22,Phoebe Bridgers,Garden Song,3923,5bIgzvxvlefRUCQK9JPocF
1941,2023-08-23 23:15,*NSYNC,Tearin' up My Heart - Radio Edit,209399,73q3FpQVXWk5eSUnyo83E4
1942,2023-08-23 23:19,Blaque,Bring It All to Me (feat. *NSYNC),218186,1cjBan0t4eBk2Y5j17hdyf
1943,2023-08-25 01:05,*NSYNC,Pop,64818,0Jc8qF1mUPo1A96HE9QxZz
1944,2023-08-25 20:12,Sonic Youth,Superstar,17925,5Ext9ObPEi7wIcv5AiQWJy
1945,2023-08-25 20:13,The Smashing Pumpkins,Spaceboy - 2011 Remaster,49922,0KQbsC4lUfm0qmRW68g6BF
1946,2023-08-25 20:14,The Smashing Pumpkins,To Sheila,534,6i5dlTpkjpwwHOOYdLscHr
1947,2023-08-25 20:14,The Smashing Pumpkins,Landslide - Remastered,5410,6N7JMoaUYgo4pwPgsnSobr
1948,2023-08-25 20:14,The Smashing Pumpkins,Obscured - Remastered,52012,0SRwiDQBfokvXUe69UBXlq
1949,2023-08-25 20:15,Stone Temple Pilots,Atlanta,40286,73WEZ2qitNdBiUEhtckC6G
1950,2023-08-25 20:18,Nothing But Thieves,Tempt You (Evocatio),162539,5Bkb5FAVkPXUNcp8B45bWS
1951,2023-08-25 20:21,Nothing But Thieves,Six Billion,227013,44yES5bd4ezm4W6workRfh
1952,2023-08-25 20:30,Nothing But Thieves,Last Orders,238693,13gy7iQVtO6IR96VM8IQTJ
1953,2023-08-25 20:33,The Parlor Mob,Tide of Tears,173095,0YXCJlidjXsr7vnu7EXZtH
1954,2023-08-25 20:37,a-ha,Take On Me - MTV Unplugged,253906,7htt7UuxHL5wneOcMWJP5E
1955,2023-08-25 20:40,Pink Floyd,Wish You Were Here,164434,6mFkJmJqdDVQ1REhVfGgd1
1956,2023-08-26 01:24,Pink Floyd,Wish You Were Here,170185,6mFkJmJqdDVQ1REhVfGgd1
1957,2023-08-26 01:27,Lynyrd Skynyrd,Simple Man,220733,1ju7EsSGvRybSNEsRvc7qY
1958,2023-08-26 02:35,Bon Jovi,Wanted Dead Or Alive,280426,0oerlffJSzhRVvtDfLcp3N
1959,2023-08-26 02:41,Bon Jovi,Wanted Dead Or Alive,1514,0oerlffJSzhRVvtDfLcp3N
1960,2023-08-28 20:24,Nema,Until the light of dawning,18390,4J0WIzpuSJ5IijYgPwDDLE
1961,2023-08-28 20:25,Frédéric Chopin,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",48657,2MSgFefjK0T7Iwjvr3OKqV
